Date,AveragePrice,TotalVolume,TotalBags,SmallBags
2015-09-13,1.02,169025.14,24698.19,17099.64
2015-09-06,1.04,144563.15,21787.18,16533.98
2015-08-30,1.03,147230.76,24775.19,16928.02
2015-08-23,1.08,130920.97,20871.64,14961.58
2015-08-16,1.03,155881.73,23949.07,15230.44
2015-08-09,1,167387.9,29968.97,20668
2015-08-02,1.05,148597.91,23215.97,17997.33
2015-07-26,1.02,159846.2,28990.45,23981.05
2015-07-19,1.05,159137.17,26449.59,21845.65
2015-07-12,1.04,143992.91,25544.6,22605.91
2015-07-05,0.98,173370.68,30288.91,24909.93
2015-06-28,0.94,159970.54,35543.34,29338.02
2015-06-21,0.99,164161.25,31938.32,24969.38
2015-06-14,1.01,171353.59,34656.36,27204.22
2015-06-07,1.03,187983.88,33480.24,23654.01
2015-05-31,1.1,143985.96,27507.96,21434.49
2015-05-24,1.01,171879.57,34792.89,22680.26
2015-05-17,1,180511.78,21611.56,15997.43
2015-05-10,1.1,162802.65,27215.37,23689.19
2015-05-03,0.99,176737.77,27235.65,16302.79
2015-04-26,1.02,161438.17,28635.3,22384.1
2015-04-19,1,172913.44,25870.22,20819.2
2015-04-12,1.07,129397.39,24861.81,23837.01
2015-04-05,1.09,126109.82,18571.52,17853.07
2015-03-29,0.96,139065.31,32728.88,31416
2015-03-22,0.94,182625.49,16321.19,9158.76
2015-03-15,1.01,149884.1,22629.45,18487.57
2015-03-08,0.95,141281.56,36170.41,29553.3
2015-03-01,1.03,136795.35,19375.08,13297.29
2015-02-22,1.09,114280.87,21411.43,18266.69
2015-02-15,1.05,106663.68,24561.91,22104.1
2015-02-08,0.96,128078.27,20393.63,17859.26
2015-02-01,0.87,216653.06,23945.98,16360.12
2015-01-25,1.08,116995.68,23196.35,21117.47
2015-01-18,1.02,116450.21,27417.51,24386.64
2015-01-11,0.97,125742.48,18981.23,16400.27
2015-01-04,0.89,158638.04,18869.56,16518.15
2015-12-27,0.8,1020390.64,164495.27,136560.04
2015-12-20,0.82,928051.16,139567.69,103511.91
2015-12-13,0.79,980891.18,122485.83,114978.22
2015-12-06,0.74,1054849.97,119463.87,108772.12
2015-11-29,0.8,839818.87,110783.37,96799.4
2015-11-22,0.78,885067.49,115460.44,102317.99
2015-11-15,0.71,1040439.71,124103.96,109552.23
2015-11-08,0.8,977717.36,103376.75,92853.6
2015-11-01,0.78,1114177.66,105901.09,98097.43
2015-10-25,0.86,1010394.81,101822.75,96417.63
2015-10-18,0.83,992983.76,94315.01,87201.1
2015-10-11,0.81,1100679.15,107867.59,101828.12
2015-10-04,0.82,1104602.14,122784.54,107305.26
2015-09-27,0.84,1063583.86,114293.5,101477.9
2015-09-20,0.77,1155212.67,112113.8,99272.95
2015-09-13,0.86,1212585.41,144444.25,119755.29
2015-09-06,0.84,1270739.69,129188.38,120588.01
2015-08-30,0.82,1101680.91,110266.58,101093.6
2015-08-23,0.85,1120172.03,111144.33,102621.57
2015-08-16,0.88,1122668.33,109684.37,100806.9
2015-08-09,0.85,1124259.51,109761.68,101618.63
2015-08-02,0.87,1067498.21,103103,91893.62
2015-07-26,0.8,1191310.92,116524.06,97727.08
2015-07-19,0.82,1186878.88,133329.08,115942.32
2015-07-12,0.82,1144448.23,107362.42,102573.93
2015-07-05,0.83,1320696.13,145175.58,139670.52
2015-06-28,0.77,1203553.98,133410.7,125900.09
2015-06-21,0.75,1283503.44,143730.96,134708.23
2015-06-14,0.65,1508750.45,134774.73,130578.16
2015-06-07,0.73,1255575.78,133958.89,126849.55
2015-05-31,0.68,1377670.81,112892.03,99456.4
2015-05-24,0.81,1184131.34,101993.85,96860.23
2015-05-17,0.73,1219398.43,96117.87,88480.13
2015-05-10,0.75,1298826.19,115964.95,107302.84
2015-05-03,0.77,1282852.08,111724.32,104797.33
2015-04-26,0.81,1102639.51,102359.29,91505.88
2015-04-19,0.8,1137811.87,102270.38,89209.96
2015-04-12,0.72,1266899.55,94370.85,85100.44
2015-04-05,0.77,1324348.89,120093.08,105522.18
2015-03-29,0.79,1164808.22,109584.41,95894.64
2015-03-22,0.67,1333424.37,98562.51,88559.01
2015-03-15,0.72,1211158.55,102495.19,90708.11
2015-03-08,0.75,1218684.28,111142.58,97450.44
2015-03-01,0.82,1144032.03,107972.3,95284.48
2015-02-22,0.8,1116600.76,102738.51,85321.83
2015-02-15,0.77,1020856.87,82586.46,67518.45
2015-02-08,0.67,1207167.54,80177.93,67959.08
2015-02-01,0.68,1391089.32,90804.99,79314.06
2015-01-25,0.8,1008295.47,78188.26,60158.3
2015-01-18,0.76,1091677.29,74805.23,62375.69
2015-01-11,0.76,1128693.04,87684.88,67857.83
2015-01-04,0.74,1086363.97,89330.21,54563.33
2015-12-27,0.98,625475.1,266590.08,38620.02
2015-12-20,1.05,528944.54,202799.96,34993.02
2015-12-13,0.83,741702.5,294366.5,34244.4
2015-12-06,0.76,838225.19,340033.61,35086.04
2015-11-29,1.12,429109.64,149739.49,31920.41
2015-11-22,0.85,724865.72,282805.93,31358.6
2015-11-15,0.82,925618.09,378320.36,36279.71
2015-11-08,0.93,690633.88,209920.36,39635.83
2015-11-01,0.82,831994.43,237105.47,41633.91
2015-10-25,0.93,735206.51,223824.71,39914.62
2015-10-18,0.87,805437.95,239193.51,41688.37
2015-10-11,0.9,775976.51,216495.03,40462.27
2015-10-04,1.02,678935.84,184827.7,41345.58
2015-09-27,0.97,694871.74,173509.24,43108.21
2015-09-20,0.98,760083.16,187898.66,40644.98
2015-09-13,1.01,735436.91,149626.22,47733.95
2015-09-06,1.09,729046.74,151435.78,47833.83
2015-08-30,1.14,721703.83,161467.42,43991.55
2015-08-23,1.2,598195.03,123397.31,45407.51
2015-08-16,1.17,648148.15,123499.57,46710.57
2015-08-09,1.09,669377.04,136451.77,46596.12
2015-08-02,1.05,727916.83,134187.27,45644.8
2015-07-26,1.18,703672.69,162596.91,58753.1
2015-07-19,1.1,857872.86,208462.46,68585.03
2015-07-12,1.18,738933.68,169338.72,66816.09
2015-07-05,1.19,736913.15,142805.6,88349.57
2015-06-28,1.2,696697.65,153136.3,93206.17
2015-06-21,1.16,730826.79,128296.93,83581.46
2015-06-14,1.16,743005.75,129731.23,79508.59
2015-06-07,1.11,782886.63,158078.11,70061.87
2015-05-31,1.26,600377.94,88434.22,52816.05
2015-05-24,1.16,657593.22,70664.14,50060.32
2015-05-17,1.21,592588.01,113999.04,50687.72
2015-05-10,1.08,735145.02,115631.98,49343.56
2015-05-03,1.01,781496.4,97967.31,45163.77
2015-04-26,1.19,620827.49,72694.91,44469.33
2015-04-19,1.08,797021.22,116877.94,44279.02
2015-04-12,1.05,858680.51,98979.25,42716.25
2015-04-05,1.19,645727.95,86002.58,53589.8
2015-03-29,1.11,627546.3,90116.63,55936.09
2015-03-22,1.15,603112.11,82484.5,47368.3
2015-03-15,1.03,662131.8,93526.66,50621.03
2015-03-08,1.03,719792.51,102365.18,54092.42
2015-03-01,1.03,670820.5,75911.22,38246.75
2015-02-22,1,899302.8,156112.59,62564.22
2015-02-15,1.12,629074.28,100261.58,80270.81
2015-02-08,0.95,766576.39,141257.84,92800.41
2015-02-01,0.93,990211.57,158602.93,90555.95
2015-01-25,1.02,695658.81,127364.97,74743.6
2015-01-18,0.99,808194.41,151308.9,77528.06
2015-01-11,1.09,666579.35,122524.21,85793.27
2015-01-04,0.99,668086,115559.9,67894.33
2015-12-27,1.08,255499.7,62067.48,48936.21
2015-12-20,1.1,250436.24,51805.83,40496.17
2015-12-13,1.05,275587.85,57504.44,48318.35
2015-12-06,0.98,339797.19,54242.79,30612.06
2015-11-29,1.11,228427.08,42282.8,31628.56
2015-11-22,1.09,270529.34,55653.33,47388.76
2015-11-15,1.1,248933.35,72836.93,65345.24
2015-11-08,1.03,343645.67,53703.17,30614.89
2015-11-01,1.04,340746.59,56532.65,35176.99
2015-10-25,1.17,251336.74,42762.15,30131.74
2015-10-18,0.97,358143.26,70322.58,63143.78
2015-10-11,0.99,362400.65,73877.49,68721.34
2015-10-04,1.1,286400.89,54175.41,40779.28
2015-09-27,1.17,257472.31,46419.67,33816.62
2015-09-20,1,373545.23,60966.23,38180.88
2015-09-13,1.03,401472.63,70173.13,51456.91
2015-09-06,1.09,336982.39,61933.21,49676.97
2015-08-30,0.96,422762.9,68937.09,52515.07
2015-08-23,1.11,267968.5,55181.73,45741.01
2015-08-16,0.97,400251.59,74575.51,53326.63
2015-08-09,1.07,341289.98,67447.96,54938.34
2015-08-02,1.04,364735.69,72591.34,63454.14
2015-07-26,0.99,326233.8,105548.2,98037.18
2015-07-19,1.04,370830.93,73481.26,61402.16
2015-07-12,1.02,310049.5,82776.4,76701.28
2015-07-05,1.06,373691.57,74583.1,66416.56
2015-06-28,1,329753.61,115728.27,111301.27
2015-06-21,0.97,424580.52,82434.57,70155.32
2015-06-14,1.04,372413.5,86444.91,80661.4
2015-06-07,0.97,447813.52,76377.86,61921.23
2015-05-31,1.09,324400.67,80020.07,74758.21
2015-05-24,1.03,373245.43,98619.41,94585.49
2015-05-17,0.95,495155.82,65900.89,53494.15
2015-05-10,1.11,360917.96,91797.23,87986.35
2015-05-03,1.06,374659.88,66858.29,60634.57
2015-04-26,1.01,361243.2,100217.05,93903.26
2015-04-19,0.96,468643.05,81262.16,68265.07
2015-04-12,1.02,271182.01,107068.62,101770.1
2015-04-05,1.11,295385.41,69389.45,65997.82
2015-03-29,0.97,304048.16,116730.39,113016.39
2015-03-22,0.97,455372.43,63171.07,44419.39
2015-03-15,1.13,254974.87,67078.32,62158.56
2015-03-08,1.01,278695.29,104569.21,99704.49
2015-03-01,0.97,397899.56,69072.83,50732.68
2015-02-22,1.15,250888.8,70506.75,66789.41
2015-02-15,1.16,255597.63,82193.26,78474.19
2015-02-08,1.11,268195.87,61772.96,57777.05
2015-02-01,0.92,539750.77,70681.78,54003.36
2015-01-25,1.19,277325.29,73764.25,69311.52
2015-01-18,1.1,291788.43,94985.22,92319.38
2015-01-11,1.08,332165.05,56696.63,48639.13
2015-01-04,1.01,369694.27,56132.13,46679.86
2015-12-27,1.13,147713.85,37856.64,30738.09
2015-12-20,1.13,126262.26,35160.73,30547.62
2015-12-13,1.24,117645.69,40989.06,38257.02
2015-12-06,0.93,217174.66,32057.78,26570.4
2015-11-29,1.12,120552.43,30728.58,27835.71
2015-11-22,1.11,140981.22,36725.69,33606.78
2015-11-15,1.2,129448.75,48756.23,47301.23
2015-11-08,0.93,198257.69,36853.5,34956.27
2015-11-01,0.91,205592.1,45973.75,43392.69
2015-10-25,1.14,134921.44,35155.6,30487.72
2015-10-18,0.94,184806.99,45134.39,40257.54
2015-10-11,0.97,198769.54,39487.65,21799.3
2015-10-04,0.99,160322.48,36660.84,29446.94
2015-09-27,1.15,137849.61,34572.59,28888.74
2015-09-20,0.88,244696.01,53745.61,51686.05
2015-09-13,0.95,219380.93,51809.03,43865.37
2015-09-06,1.09,170309.3,48654.83,45108.48
2015-08-30,0.91,226898.73,53915.89,48562.08
2015-08-23,1.28,128681.94,45548.13,40204.96
2015-08-16,0.89,268902.14,65762.77,55316.85
2015-08-09,1.08,186733.16,52956.51,49559.83
2015-08-02,1.05,184067.49,59731.09,55048.69
2015-07-26,1.12,153868.79,74652.44,69267.05
2015-07-19,1.05,215736.47,61454.75,52697.22
2015-07-12,1.19,153112.84,72569.86,66368.31
2015-07-05,1.16,202842.97,55789.84,44032.97
2015-06-28,1.1,155972.38,87927.29,80548.8
2015-06-21,0.96,265555.66,62515.24,53623.47
2015-06-14,1.07,197387.76,71614.68,67207.35
2015-06-07,1.14,212599.11,61035,55432.55
2015-05-31,1.31,167907.51,67038.66,64208.38
2015-05-24,1.3,158917.21,73748.18,69048.81
2015-05-17,0.97,277502.12,56626.26,52456.3
2015-05-10,1.36,159642.82,63493.67,59129.49
2015-05-03,1.06,238550.81,48803.19,46862.74
2015-04-26,1.09,189609.49,73116.36,68758.56
2015-04-19,0.93,310672.4,72777.59,68697.84
2015-04-12,1.13,147494.24,72097.04,68693.55
2015-04-05,1.22,157721.54,55701.88,50462.56
2015-03-29,1.11,149631.24,81048.91,75725.67
2015-03-22,0.91,311876.75,59636.74,57118.41
2015-03-15,1.35,123895.07,48607.19,45347.61
2015-03-08,1.08,146835.6,72556.48,69329.04
2015-03-01,0.95,263987.21,54083.87,47217.11
2015-02-22,1.31,129295.86,52872.75,48858.06
2015-02-15,1.21,136761.35,63861.7,57601.99
2015-02-08,1.24,132621.01,52496.61,48150.41
2015-02-01,0.94,309471.69,48422.82,43899.75
2015-01-25,1.19,144301.73,58722.91,54053.21
2015-01-18,1.07,150201.39,64385.9,60381.95
2015-01-11,1.03,185135.41,42379.3,39193.44
2015-01-04,0.95,258979.63,45921.57,43899.46
2015-12-27,1.01,2580602.96,577490.5,400003.8
2015-12-20,1.01,2504745.45,542059.05,358218.65
2015-12-13,1.03,2608448.06,574072.01,409909.7
2015-12-06,1,2981347.2,500758.99,325850
2015-11-29,1.07,2198408.92,431502.68,328369.47
2015-11-22,1.03,2601821.63,501609.21,391454.61
2015-11-15,1.09,2494044.41,580587.77,465154.46
2015-11-08,0.98,3184946.53,554939.6,365002.12
2015-11-01,1,3229124.75,578565.03,399665.31
2015-10-25,1.1,2671535.94,496812.93,335249.25
2015-10-18,1.03,2981549.94,535275.88,419558.97
2015-10-11,1.02,3004133.39,539608.87,384772.59
2015-10-04,1.05,2814678.93,504171.61,354840.13
2015-09-27,1.1,2770074.76,476539.59,327299.75
2015-09-20,1.02,3336245.24,570423.23,406010.16
2015-09-13,1.03,3532480.92,634481.27,448051.74
2015-09-06,1.07,3272555.01,614942.66,468148.29
2015-08-30,1.04,3388803.79,612822.05,457558.59
2015-08-23,1.14,2849127.29,568324.22,427635.3
2015-08-16,1.03,3653376.07,676086.49,486209.97
2015-08-09,1.12,3230139.65,638020.47,497895.48
2015-08-02,1.14,3162447.64,627504.75,500704.88
2015-07-26,1.1,3135698.38,762154.55,617211.53
2015-07-19,1.12,3436864.41,690083.05,535843.25
2015-07-12,1.14,3077237.12,715927.19,581802.24
2015-07-05,1.13,3774004.27,774585.36,606612.51
2015-06-28,1.07,3336314.35,966268.71,803974.11
2015-06-21,1.08,3720458.83,780156.36,611156.81
2015-06-14,1.12,3511185.14,815016.42,683334.7
2015-06-07,1.13,3602112.79,742128.19,584086.31
2015-05-31,1.2,3151714,725079.29,593192.94
2015-05-24,1.15,3574050.61,788587.54,641756.72
2015-05-17,1.09,3753201.03,620547.95,481046.82
2015-05-10,1.15,3501344.46,737043.24,585000.53
2015-05-03,1.05,3901054.42,653682.62,493009.35
2015-04-26,1.14,3234024.32,749589.73,615887.17
2015-04-19,1.06,3857605.11,717945.69,609139.49
2015-04-12,1.11,2895992.9,754073.69,688965.8
2015-04-05,1.18,2938918.81,617473.32,552075.78
2015-03-29,1.09,2971443.88,845500.49,758625.31
2015-03-22,1.04,3746598.18,605211.12,453829.96
2015-03-15,1.1,2948199.23,622038,498932.31
2015-03-08,1.04,3134752.64,824997.37,697812.88
2015-03-01,1.02,3566752.43,598713.96,462539.26
2015-02-22,1.16,2730224.03,610248.66,512270.39
2015-02-15,1.15,2610004.41,650580.44,561485.4
2015-02-08,1.07,2856456.35,560633.82,472576.07
2015-02-01,0.91,4874124.41,646531.7,479453.25
2015-01-25,1.13,2928692.32,617677.34,503612.64
2015-01-18,1.08,3006207.02,697090.44,600155.95
2015-01-11,1.1,3067638.32,515263.25,412976.97
2015-01-04,1.02,3382800.12,537780.56,412779.64
2015-12-27,1.16,173645.55,52172.66,51396.6
2015-12-20,1.11,180186.23,55158.59,53929.04
2015-12-13,1.14,187058.65,52629.91,51752.86
2015-12-06,1.1,171195.76,46803.55,46345.26
2015-11-29,1.17,146103.34,40269.85,39640.65
2015-11-22,1.16,162429.43,49886.79,47519.78
2015-11-15,1.09,189916.88,50823.87,46939.57
2015-11-08,1.09,214993.36,49315.46,47637.88
2015-11-01,1.13,219970.37,50255.22,49340.53
2015-10-25,1.11,183276.68,53876.65,52569.78
2015-10-18,0.93,264223.22,49802.07,48878.61
2015-10-11,1.05,225079.92,55402.42,53610.63
2015-10-04,1.16,188436.91,60166.23,59227.5
2015-09-27,1.15,192478.26,53387.54,51731.16
2015-09-20,1.17,188314.24,54908.16,53988.59
2015-09-13,1.07,254744.58,50518.36,48537.65
2015-09-06,1.19,225494.59,58803.58,57426.04
2015-08-30,1.18,219908.82,59591.72,57205.13
2015-08-23,1.1,222637.15,56436.02,54580.78
2015-08-16,1.09,247813.45,49302.8,48581.44
2015-08-09,1.07,247575.06,57148.33,56333.05
2015-08-02,1.1,242281.36,57808.16,56786.27
2015-07-26,1.17,225227.57,61945.48,60632.24
2015-07-19,1.19,229650.57,66951.32,65842.25
2015-07-12,1.17,233638.96,68899.75,67025.83
2015-07-05,1.19,275844.88,80549.34,78409.83
2015-06-28,1.2,243537.29,73590.72,70488.1
2015-06-21,1.19,255431.85,79455.29,76907.65
2015-06-14,1.13,277578.88,92380.65,87952.58
2015-06-07,1.21,265638.42,85424.65,81417.34
2015-05-31,1.22,260058.34,91399.84,87880.67
2015-05-24,1.21,270097.92,93390.75,89913.88
2015-05-17,1.19,252843.56,86571.14,85065.22
2015-05-10,1.19,299147.73,87226.64,85161.38
2015-05-03,1.17,255913.63,79068.14,76930.85
2015-04-26,1.21,234322.13,70271.11,68210.88
2015-04-19,1.17,237429.16,79210.81,77244.93
2015-04-12,1.18,201544.53,64579.13,62948.16
2015-04-05,1.21,216376.66,68028,66320.66
2015-03-29,1.14,197282.25,62385.18,61035.96
2015-03-22,1.08,219149.75,60235.19,57777.32
2015-03-15,1.2,190760.3,74630.51,72181.56
2015-03-08,1.15,192277.92,77675.77,75825.42
2015-03-01,1.07,230913.14,67379.54,65870.9
2015-02-22,1.2,191040.19,74589.1,73386.08
2015-02-15,1.22,187671.77,73264.41,72146.24
2015-02-08,1.02,239756.62,76542.91,75408.57
2015-02-01,1.06,283137.88,70932.74,69529.64
2015-01-25,1.17,206074.14,83379.23,79720.85
2015-01-18,1.24,182604.68,65730.17,64180.88
2015-01-11,1.26,178735.25,64838.42,63840.09
2015-01-04,1.05,203939.14,48952.57,47583.64
2015-12-27,1.27,243556.57,44521.4,43577.26
2015-12-20,1.18,264155.74,46958.69,45981.69
2015-12-13,1.24,238558.16,47235.04,46493.47
2015-12-06,1.19,239945.42,36087.9,35448.13
2015-11-29,1.32,213631.54,37099.33,36423.45
2015-11-22,1.27,212091.14,31693.36,30800.02
2015-11-15,1.12,275217.97,42156.85,40290.46
2015-11-08,1.16,309186.06,43220.27,37770.33
2015-11-01,1.16,326067.03,49489.36,44831.2
2015-10-25,1.2,234361.36,47535.6,43920.24
2015-10-18,0.93,407866.27,45108.78,42004.56
2015-10-11,1.38,264227.78,52442.71,49064.3
2015-10-04,1.3,262638.61,51469.03,46352.66
2015-09-27,1.29,247141.63,46105.98,42271.23
2015-09-20,1.25,241532.74,57606.92,52877.17
2015-09-13,1.11,341176.21,53422.12,47929.52
2015-09-06,1.27,281256.19,54784.25,52839.06
2015-08-30,1.26,292827.27,47188.5,46616.28
2015-08-23,1.14,298493.22,45255.29,44345.82
2015-08-16,1.12,351074.46,52808.59,51496.76
2015-08-09,1.12,354490.75,56845.94,55625.9
2015-08-02,1.16,323449.77,48824.22,47631.34
2015-07-26,1.3,266049.58,55094.92,52815.8
2015-07-19,1.32,258239.1,59063.86,56769.39
2015-07-12,1.06,389782.2,73611.03,71429.27
2015-07-05,1.25,339064.22,71726.72,67565.11
2015-06-28,1.27,304624.07,63988.35,60622.57
2015-06-21,1.25,341628.84,69297.55,67505.16
2015-06-14,1.15,338036.94,72846.84,69607.77
2015-06-07,1.29,353474.52,67534.04,66052.8
2015-05-31,1.33,319502.82,76734.47,74809
2015-05-24,1.34,314930.61,80420.66,78505.66
2015-05-17,1.2,358753.17,72312.87,69888.23
2015-05-10,1.25,370924.13,76807.72,73455.49
2015-05-03,1.25,329589.03,69666.09,66957.03
2015-04-26,1.36,277178.42,66780.15,64008.53
2015-04-19,1.35,271198.73,70677.64,66844.17
2015-04-12,1.25,251083.39,64932.26,63103.19
2015-04-05,1.33,246967.21,58950.13,56550.7
2015-03-29,1.22,241495.12,53019.67,50509.85
2015-03-22,1.11,292821.36,56636.95,53990.12
2015-03-15,1.4,225761.68,68370.25,65306.48
2015-03-08,1.43,210375.08,81264.03,77718.63
2015-03-01,1.12,314917.55,59968.22,57600.88
2015-02-22,1.38,220210.32,73550.85,71330.51
2015-02-15,1.39,223170.31,80581.7,79026.53
2015-02-08,1.09,364571.57,68467.05,65594.58
2015-02-01,1.32,297969.31,75877.74,72234.63
2015-01-25,1.35,241174.11,86591.5,79402.42
2015-01-18,1.39,229216.05,64898.32,62671.58
2015-01-11,1.38,232640.15,85049.89,83319.8
2015-01-04,1.06,332208.14,58061.57,55401.31
2015-12-27,0.78,944506.54,140578.89,73711.94
2015-12-20,0.75,922355.67,134472.15,72198.16
2015-12-13,0.73,998752.95,118249.9,69011.01
2015-12-06,0.74,989676.85,123301.75,61020.31
2015-11-29,0.79,783225.98,97740.46,67880.28
2015-11-22,0.73,913002.96,112776.26,70785.25
2015-11-15,0.72,998801.78,131185.34,62414.66
2015-11-08,0.75,983909.85,124311.49,56573.89
2015-11-01,0.77,1007805.74,135090.91,56198.27
2015-10-25,0.88,933623.58,101889.59,57577.21
2015-10-18,0.9,847813.12,87942.98,59835.83
2015-10-11,0.79,1036269.51,112924.68,62638.13
2015-10-04,0.82,1019283.99,128610.3,59751
2015-09-27,0.86,968988.09,110005.86,61098.51
2015-09-20,0.83,967228.05,97093.64,55198.32
2015-09-13,0.89,1095790.27,128197.69,55636.91
2015-09-06,0.89,1090493.39,128398.07,63724.96
2015-08-30,0.88,926124.93,101800.73,72264.6
2015-08-23,0.89,933166.17,97753.82,62733.47
2015-08-16,0.92,968899.09,102019.4,65764.02
2015-08-09,0.92,935149.69,98490.67,62834.44
2015-08-02,0.9,948126.9,93996.27,60782.86
2015-07-26,0.79,1086740.19,115646.96,69845.31
2015-07-19,0.78,1093424.59,146607.39,73695.03
2015-07-12,0.79,999607.51,129130.78,71467.17
2015-07-05,0.79,1173819.67,145201.69,98660.98
2015-06-28,0.74,1135915.03,182793.53,87444.74
2015-06-21,0.74,1196121.27,165540.77,84406.17
2015-06-14,0.62,1533409.28,164984.41,85200.08
2015-06-07,0.72,1172177.72,127682.54,72504.8
2015-05-31,0.72,1262932.78,119148.01,53981.67
2015-05-24,0.83,1089679.39,97641.42,58142.73
2015-05-17,0.82,1025659.59,82512.33,47881.9
2015-05-10,0.76,1201673.17,119273.42,49686.88
2015-05-03,0.74,1296308.05,138113.52,55875.33
2015-04-26,0.79,1082231.89,91745.87,58557.13
2015-04-19,0.82,933033.17,112472.41,78217.04
2015-04-12,0.79,1096074.97,107051.39,97144.19
2015-04-05,0.83,1249645.2,139400.33,132586.15
2015-03-29,0.79,1116225.29,128755.71,122988.43
2015-03-22,0.8,1036663.77,122875.54,71977.68
2015-03-15,0.77,1043172.77,110522.1,62352.87
2015-03-08,0.78,1166055.83,135735.59,60498.92
2015-03-01,0.87,991328.46,114118.74,63264.46
2015-02-22,0.82,978807.74,105622.79,73227.41
2015-02-15,0.73,1062387.72,120148.78,83840.62
2015-02-08,0.7,1180723.02,114519.05,103507.51
2015-02-01,0.72,1280364.01,134420.71,86145.18
2015-01-25,0.77,983910.94,120289.18,95546.28
2015-01-18,0.77,1017854.16,120280.76,107320.39
2015-01-11,0.78,1062071.65,152918.86,126995.76
2015-01-04,0.71,1062990.62,115837.55,90299.85
2015-12-27,1.04,123096.09,37857.68,20644.64
2015-12-20,1.1,116353.68,35339.83,18144.63
2015-12-13,1.03,125342.89,39055.62,21259.82
2015-12-06,0.92,145740.44,38650.33,19365.92
2015-11-29,1.08,108444.41,29256.3,17455.74
2015-11-22,1.11,115384.56,32825.44,20313.48
2015-11-15,1.08,124218.61,36598.17,22294.87
2015-11-08,0.96,147799.55,38397.37,19246.38
2015-11-01,1.01,147459.62,40333.83,20800.04
2015-10-25,1.02,151558.74,40696.01,18548.38
2015-10-18,0.97,159463.52,40805.64,24129.91
2015-10-11,1.1,128848.68,35112.95,21300.25
2015-10-04,0.98,139679.01,35118.97,18727.08
2015-09-27,1.04,139490.52,34774.67,19742.24
2015-09-20,0.91,185962.59,41170.1,18045.98
2015-09-13,0.87,201620.58,49656.88,22010.51
2015-09-06,1.11,156608.28,44015.86,25163.49
2015-08-30,1.17,147066.48,41058.35,23305.32
2015-08-23,1.22,131935.23,40101.97,23701.08
2015-08-16,1.14,160059.77,44629.48,23010
2015-08-09,1.2,148384.89,40810.6,24883.56
2015-08-02,1.21,151883.21,40114.79,22812.1
2015-07-26,1.22,144476.44,47941.69,27526.1
2015-07-19,1.07,168164.47,46213.29,25201.47
2015-07-12,1.05,161431.59,48250.01,27061.56
2015-07-05,1.05,190716.43,52872.97,30631.37
2015-06-28,0.95,198267.13,62336.52,34863.23
2015-06-21,1.03,205199.16,58792.48,33861.06
2015-06-14,1.15,173545.33,52338.89,33478.56
2015-06-07,1.28,155730.59,48179.03,30541.64
2015-05-31,1.37,142817.83,42933.59,26714.31
2015-05-24,1.29,168797.97,41464.83,26023.27
2015-05-17,1.26,164076.81,39737.03,21260.58
2015-05-10,1.06,195532.38,46168.54,23578.29
2015-05-03,1.13,178889.83,40171.15,21559.51
2015-04-26,1.24,158499.41,41141.09,23192.65
2015-04-19,1.08,179103.3,50565.87,35778.37
2015-04-12,1.15,146422.18,43745.75,33143.47
2015-04-05,1.17,151260.15,40579.11,33761.92
2015-03-29,1.09,161288.59,50118.75,37465.78
2015-03-22,1.11,160557.81,38735.04,19721.51
2015-03-15,1.21,140487.57,41913.69,24140.96
2015-03-08,1.07,160438.38,45811.82,27937.4
2015-03-01,1.13,169556.49,39567.14,22401.71
2015-02-22,1.34,127501.04,37626.92,22828.92
2015-02-15,1.3,121767.82,35774.97,22442.7
2015-02-08,0.98,158792.02,33519.02,18968.55
2015-02-01,0.92,245352.56,41561.14,20669.59
2015-01-25,1.06,149473.79,36954.33,21963.56
2015-01-18,1.14,149319.82,40469.37,22405.47
2015-01-11,1.25,138617.04,33310.48,18466.87
2015-01-04,1.02,160130.15,36485.45,20325.41
2015-12-27,0.99,132982.84,33308.89,15300.85
2015-12-20,1.19,95935.66,26097.27,16151.43
2015-12-13,0.96,140036.16,30390.01,11312.69
2015-12-06,1.19,93337.13,19876.09,8770.31
2015-11-29,0.96,121236.54,27787.69,7638.25
2015-11-22,0.98,115300.79,29814.06,10738.71
2015-11-15,1.25,90999.05,24915.8,12498.87
2015-11-08,1.25,94495.69,24157.08,12761.19
2015-11-01,0.97,162559.72,39232.86,14379.48
2015-10-25,1.22,98097.37,27218.86,19339.98
2015-10-18,1.25,92599.79,24385.7,14116.28
2015-10-11,0.99,141875.2,35015.95,14261.06
2015-10-04,0.99,153146.21,36206.89,14925.09
2015-09-27,1.27,92325.73,24334.81,14588.26
2015-09-20,0.99,157688.29,37710.23,17060.74
2015-09-13,1.24,102870.89,27745.16,18430.6
2015-09-06,0.98,179837.71,44923.5,20609.55
2015-08-30,1.26,116109,31863.89,20460.51
2015-08-23,1.25,111825.39,31182.63,20588.04
2015-08-16,1.25,107523.14,30162.42,19619.87
2015-08-09,0.99,188720.77,43942.61,21556.41
2015-08-02,1.24,112332.05,28552.99,19135.05
2015-07-26,1.25,112997.27,23708.89,18522.5
2015-07-19,1,173741.3,37280.4,17718.5
2015-07-12,1.22,110964.6,29324.53,19289.35
2015-07-05,0.95,211960.25,51113.07,31922.01
2015-06-28,1.16,135739.94,37283.57,29903.31
2015-06-21,0.95,192111.32,48407.22,26218.22
2015-06-14,1.2,129526.61,41014.29,30968.84
