,Unnamed: 0,Date,AveragePrice,Total Volume,TotalBags,SmallBags
8159,52,2017-01-01,0.87,115041.61,59123.39,58631.06
8160,0,2017-12-31,1.14,192170.15,88390.33,67703.51
8161,1,2017-12-24,1.38,149940.62,64970.11,52479.82
8162,2,2017-12-17,1.17,154325.75,77407.33,59608.2
8163,3,2017-12-10,1.18,156410.57,89840.14,61719.51
8164,4,2017-12-03,1.37,132165.0,63616.0,41245.0
8165,5,2017-11-26,1.31,126244.0,55845.0,37032.0
8166,6,2017-11-19,1.23,152206.0,74375.0,58388.0
8167,7,2017-11-12,1.3,169251.0,71915.0,51019.0
8168,8,2017-11-05,1.55,125685.45,50821.62,44600.41
8169,9,2017-10-29,1.34,134388.82,38786.24,34224.0
8170,10,2017-10-22,1.61,120265.74,39212.98,34007.52
8171,11,2017-10-15,1.75,125434.52,51227.77,41063.69
8172,12,2017-10-08,1.83,127591.09,70744.26,51510.04
8173,13,2017-10-01,1.83,129576.56,69841.84,48257.51
8174,14,2017-09-24,1.83,144890.83,81963.29,58921.39
8175,15,2017-09-17,1.72,122734.74,60999.06,46655.44
8176,16,2017-09-10,1.47,197546.49,72282.3,61599.32
8177,17,2017-09-03,1.69,155772.26,69031.72,53354.85
8178,18,2017-08-27,1.71,153581.11,66297.18,53462.64
8179,19,2017-08-20,1.6,168054.68,69408.58,60881.95
8180,20,2017-08-13,1.49,169526.52,71452.07,60139.12
8181,21,2017-08-06,1.49,163833.23,71397.87,57720.94
8182,22,2017-07-30,1.52,154896.27,69139.23,62761.15
8183,23,2017-07-23,1.33,194261.62,77184.29,66945.66
8184,24,2017-07-16,1.45,176564.58,81177.4,66888.6
8185,25,2017-07-09,1.26,214965.37,96174.47,94133.65
8186,26,2017-07-02,1.14,192174.84,79108.32,78516.16
8187,27,2017-06-25,1.31,185418.99,95839.9,79384.95
8188,28,2017-06-18,1.3,201993.63,110621.27,87817.63
8189,29,2017-06-11,1.32,197442.71,105202.7,84981.22
8190,30,2017-06-04,1.28,211538.7,116537.17,90030.72
8191,31,2017-05-28,1.23,220314.55,125310.78,102547.24
8192,32,2017-05-21,1.17,229193.81,121934.36,98532.73
8193,33,2017-05-14,1.3,196829.3,119356.9,89952.04
8194,34,2017-05-07,1.37,214795.58,111296.72,78386.36
8195,35,2017-04-30,1.37,200743.79,60105.47,59450.76
8196,36,2017-04-23,1.51,174613.45,68450.81,67084.51
8197,37,2017-04-16,1.52,144788.05,57854.2,55907.7
8198,38,2017-04-09,1.27,145196.59,55543.94,55522.64
8199,39,2017-04-02,1.33,116596.47,44636.92,44610.25
8200,40,2017-03-26,1.33,110960.45,55872.78,55422.18
8201,41,2017-03-19,1.18,136296.62,62186.34,51285.5
8202,42,2017-03-12,1.36,102939.99,44220.6,43898.79
8203,43,2017-03-05,1.38,112515.7,55693.73,48821.55
8204,44,2017-02-26,1.29,142253.42,75966.52,61695.35
8205,45,2017-02-19,1.09,144525.33,59579.12,52365.6
8206,46,2017-02-12,0.99,153045.63,79611.96,79283.25
8207,47,2017-02-05,0.88,237276.96,89597.45,79805.09
8208,48,2017-01-29,1.0,192362.18,96867.05,63464.66
8209,49,2017-01-22,1.14,155424.95,83985.36,54350.1
8210,50,2017-01-15,1.11,183270.4,101669.81,72670.03
8211,51,2017-01-08,1.11,152614.52,76654.13,58010.46
8212,52,2017-01-01,1.11,144323.7,43702.75,39615.42
8213,0,2017-12-31,1.39,59077.02,14763.06,11544.79
8214,1,2017-12-24,1.31,57784.05,20645.57,17602.68
8215,2,2017-12-17,1.3,49219.75,16606.05,13821.2
8216,3,2017-12-10,1.24,59965.39,23060.28,19843.38
8217,4,2017-12-03,1.25,80838.0,20871.0,19354.0
8218,5,2017-11-26,1.29,44800.0,16750.0,13893.0
8219,6,2017-11-19,1.43,61126.0,18998.0,15009.0
8220,7,2017-11-12,1.32,62300.0,20395.0,17129.0
8221,8,2017-11-05,1.44,52028.11,19283.42,7444.72
8222,9,2017-10-29,1.46,53621.45,19413.86,5103.83
8223,10,2017-10-22,1.51,44004.03,11548.38,9164.3
8224,11,2017-10-15,1.57,43715.52,8511.93,6112.95
8225,12,2017-10-08,1.57,45452.47,17564.65,10518.27
8226,13,2017-10-01,1.58,47034.13,11252.07,7107.08
8227,14,2017-09-24,1.47,53868.66,20440.51,17095.79
8228,15,2017-09-17,1.38,62352.95,22353.58,17869.41
8229,16,2017-09-10,1.59,72483.1,24795.32,21065.46
8230,17,2017-09-03,1.64,59583.07,21297.58,18165.54
8231,18,2017-08-27,1.41,63048.42,24570.37,23840.35
8232,19,2017-08-20,1.42,60657.76,23280.49,21641.1
8233,20,2017-08-13,1.45,78489.49,28338.82,26760.87
8234,21,2017-08-06,1.4,69322.32,26626.58,24827.73
8235,22,2017-07-30,1.43,64459.46,26531.75,25309.08
8236,23,2017-07-23,1.38,68030.78,26546.52,24946.32
8237,24,2017-07-16,1.38,69590.82,24849.99,22863.54
8238,25,2017-07-09,1.38,77529.57,30969.63,26802.91
8239,26,2017-07-02,1.42,71770.39,22538.12,19118.32
8240,27,2017-06-25,1.48,58174.88,12409.13,9107.87
8241,28,2017-06-18,1.54,61468.49,15831.43,13074.87
8242,29,2017-06-11,1.66,58542.16,14381.82,9561.81
8243,30,2017-06-04,1.65,64255.79,21140.14,17366.8
8244,31,2017-05-28,1.71,87335.11,31432.91,29067.88
8245,32,2017-05-21,1.6,65540.84,25023.97,22216.56
8246,33,2017-05-14,1.66,74951.66,30706.59,28525.65
8247,34,2017-05-07,1.63,89105.75,35579.5,29203.64
8248,35,2017-04-30,1.36,96486.66,34994.42,30442.04
8249,36,2017-04-23,1.5,63453.06,24963.1,21108.83
8250,37,2017-04-16,1.6,75156.9,32630.71,29196.51
8251,38,2017-04-09,1.61,79779.92,31912.55,14344.41
8252,39,2017-04-02,1.6,75253.52,32640.76,22629.71
8253,40,2017-03-26,1.37,88278.7,30083.34,26771.35
8254,41,2017-03-19,1.59,68447.26,26446.92,22773.41
8255,42,2017-03-12,1.53,73839.48,29347.86,16225.96
8256,43,2017-03-05,1.42,72748.04,21081.8,20971.87
8257,44,2017-02-26,1.57,60421.42,18339.24,18169.46
8258,45,2017-02-19,1.71,61608.13,16037.82,15679.21
8259,46,2017-02-12,1.5,67899.62,21437.1,20869.15
8260,47,2017-02-05,1.49,104027.11,24426.4,24392.2
8261,48,2017-01-29,1.36,71809.68,26209.59,25395.9
8262,49,2017-01-22,1.52,79859.72,25932.41,24856.47
8263,50,2017-01-15,1.4,68598.22,30066.75,29465.36
8264,51,2017-01-08,1.43,67353.38,24737.73,24733.29
8265,52,2017-01-01,1.55,64284.03,16241.01,16175.8
8266,0,2017-12-31,1.16,548933.38,127991.56,59003.18
8267,1,2017-12-24,1.4,335782.87,96244.12,62931.27
8268,2,2017-12-17,1.0,449048.75,118044.32,65991.99
8269,3,2017-12-10,1.02,474890.22,134223.56,66383.24
8270,4,2017-12-03,1.27,381605.0,96925.0,67280.0
8271,5,2017-11-26,1.4,295940.0,81450.0,57222.0
8272,6,2017-11-19,1.21,406797.0,114914.0,65591.0
8273,7,2017-11-12,1.35,383991.0,109423.0,73813.0
8274,8,2017-11-05,1.48,323634.05,87964.03,54636.63
8275,9,2017-10-29,1.19,479880.25,120080.09,69292.89
8276,10,2017-10-22,1.54,366454.43,94441.72,53966.71
8277,11,2017-10-15,1.71,328041.36,95405.27,57769.09
8278,12,2017-10-08,1.76,362523.96,95578.21,60089.49
8279,13,2017-10-01,1.96,298663.48,80036.7,52502.99
8280,14,2017-09-24,1.86,293617.05,67749.53,32356.64
8281,15,2017-09-17,1.76,304681.73,56338.67,8294.86
8282,16,2017-09-10,1.76,246731.78,52597.77,27150.11
8283,17,2017-09-03,1.89,294705.99,59531.99,41222.46
8284,18,2017-08-27,1.63,291725.75,58990.11,24226.46
8285,19,2017-08-20,1.64,289379.57,54727.01,12351.0
8286,20,2017-08-13,1.49,367628.08,76415.35,14979.73
8287,21,2017-08-06,1.46,312638.58,64414.53,26777.09
8288,22,2017-07-30,1.44,317250.55,66132.59,27042.63
8289,23,2017-07-23,1.42,349228.39,68181.96,18132.57
8290,24,2017-07-16,1.5,309815.95,59072.27,16459.16
8291,25,2017-07-09,1.45,323653.24,69433.42,21337.25
8292,26,2017-07-02,1.45,407584.72,87204.02,23812.96
8293,27,2017-06-25,1.39,357813.41,75271.1,31292.67
8294,28,2017-06-18,1.43,336746.96,69613.91,24077.65
8295,29,2017-06-11,1.42,410602.09,99946.2,44926.8
8296,30,2017-06-04,1.43,418788.68,102795.09,49481.16
8297,31,2017-05-28,1.41,418872.37,106854.72,64058.16
8298,32,2017-05-21,1.44,373821.74,103391.92,64869.78
8299,33,2017-05-14,1.43,342985.7,85084.18,59447.45
8300,34,2017-05-07,1.15,582405.72,125548.2,71538.85
8301,35,2017-04-30,1.25,534175.65,109660.57,54629.6
8302,36,2017-04-23,1.46,358385.91,83204.48,56892.19
8303,37,2017-04-16,1.48,335494.24,88408.63,51870.49
8304,38,2017-04-09,1.5,327808.93,81888.82,47099.1
8305,39,2017-04-02,1.63,321691.27,80422.46,42505.11
8306,40,2017-03-26,1.67,308197.46,83273.06,44188.95
8307,41,2017-03-19,1.58,312270.07,89619.95,56385.93
8308,42,2017-03-12,1.57,310151.12,88197.81,52520.07
8309,43,2017-03-05,1.59,292544.83,76646.36,42018.46
8310,44,2017-02-26,1.23,369337.81,98023.86,60609.67
8311,45,2017-02-19,1.29,297524.28,79837.28,45296.0
8312,46,2017-02-12,0.95,484658.75,130925.34,64717.67
8313,47,2017-02-05,0.79,893143.94,260556.3,150022.99
8314,48,2017-01-29,1.21,445251.37,170777.93,93866.67
8315,49,2017-01-22,1.0,547800.42,217651.64,80110.89
8316,50,2017-01-15,1.24,425887.79,159418.78,81860.82
8317,51,2017-01-08,1.27,351707.78,144313.03,80554.92
8318,52,2017-01-01,0.93,578061.29,224912.37,87852.78
8319,0,2017-12-31,0.98,38267341.61,11315425.99,8092355.2
8320,1,2017-12-24,1.18,29102349.33,9564409.0,7222270.69
8321,2,2017-12-17,1.07,30757767.03,9544845.02,7149680.01
8322,3,2017-12-10,1.03,35634913.01,11632752.41,8404955.25
8323,4,2017-12-03,1.09,33824253.0,10587491.0,7730801.0
8324,5,2017-11-26,1.24,24686675.0,7819483.0,5571801.0
8325,6,2017-11-19,1.17,29253484.0,9817108.0,6662322.0
8326,7,2017-11-12,1.15,32336225.0,10412097.0,7277327.0
8327,8,2017-11-05,1.19,32051594.24,10834227.25,7470394.42
8328,9,2017-10-29,1.29,30237911.23,9412683.08,6602082.25
8329,10,2017-10-22,1.44,26706971.51,7928593.34,6074596.23
8330,11,2017-10-15,1.58,25031589.09,7335707.94,5387869.35
8331,12,2017-10-08,1.65,24397166.19,7484679.2,5444021.28
8332,13,2017-10-01,1.64,24610645.21,7528927.12,5513111.7
8333,14,2017-09-24,1.62,24637148.38,7304000.34,5442167.06
8334,15,2017-09-17,1.57,25394902.82,7496231.71,5494163.7
8335,16,2017-09-10,1.56,26385081.36,8027435.49,6035666.24
8336,17,2017-09-03,1.57,26808410.65,7926179.29,5851814.47
8337,18,2017-08-27,1.47,28785279.75,8944922.6,6592504.0
8338,19,2017-08-20,1.41,29913744.37,9987521.96,6837126.12
8339,20,2017-08-13,1.33,32817254.13,10085276.59,6687661.77
8340,21,2017-08-06,1.33,32529920.23,9583713.66,6889925.78
8341,22,2017-07-30,1.32,31756097.22,8959147.21,6337457.44
8342,23,2017-07-23,1.31,32608301.51,9265422.73,6333888.33
8343,24,2017-07-16,1.33,32455047.11,9340633.12,6514899.46
8344,25,2017-07-09,1.17,39367336.18,14504209.37,11112405.61
8345,26,2017-07-02,1.21,38010426.16,13538613.28,10041243.95
8346,27,2017-06-25,1.17,37305307.68,12942348.33,9462413.18
8347,28,2017-06-18,1.18,38247669.33,13265740.04,9650858.66
8348,29,2017-06-11,1.21,37039853.8,12810035.94,9373421.78
8349,30,2017-06-04,1.24,37352360.59,13279394.06,10103007.01
8350,31,2017-05-28,1.28,37030893.73,12582586.02,9312239.39
8351,32,2017-05-21,1.26,34397651.15,11441866.93,8508442.17
8352,33,2017-05-14,1.19,36634269.03,13456201.8,10373347.62
8353,34,2017-05-07,1.09,47293921.6,15804696.31,11228049.63
8354,35,2017-04-30,1.18,38315500.43,13039760.11,9463810.58
8355,36,2017-04-23,1.18,35729013.92,12654309.02,9051466.83
8356,37,2017-04-16,1.23,35182320.78,12151894.06,9399104.79
8357,38,2017-04-09,1.21,34785712.55,11225332.06,8946792.83
8358,39,2017-04-02,1.21,34468017.36,11864202.44,9385516.28
8359,40,2017-03-26,1.24,32555119.32,10542143.36,8498317.81
8360,41,2017-03-19,1.25,31595125.23,10358505.87,8202242.37
8361,42,2017-03-12,1.22,32020573.94,10489756.49,8207585.25
8362,43,2017-03-05,1.13,33684175.01,10745836.64,8302600.77
8363,44,2017-02-26,0.99,37007797.69,11539224.88,8945888.88
8364,45,2017-02-19,0.99,33905854.58,11400067.86,8676989.56
8365,46,2017-02-12,0.87,41077470.65,12979008.59,9922489.84
8366,47,2017-02-05,0.77,61034457.1,16298296.29,12567155.58
8367,48,2017-01-29,0.96,39373579.25,12837311.92,9918255.52
8368,49,2017-01-22,0.94,42140393.39,12764744.86,9462853.82
8369,50,2017-01-15,0.98,38295488.31,12153618.04,9445622.04
8370,51,2017-01-08,0.99,38049802.62,11844071.83,9332971.74
8371,52,2017-01-01,0.89,38879716.85,11420776.61,8551133.56
8372,0,2017-12-31,0.94,6330634.55,2360529.0,1117482.22
8373,1,2017-12-24,1.1,5116876.57,2051334.63,1124779.76
8374,2,2017-12-17,1.05,5007523.13,1915747.95,1083960.19
8375,3,2017-12-10,0.96,5936122.03,2165114.28,1183057.63
8376,4,2017-12-03,0.98,6288493.0,2336955.0,1350302.0
8377,5,2017-11-26,1.18,4182730.0,1423276.0,817296.0
8378,6,2017-11-19,1.04,5303858.0,1826693.0,815150.0
8379,7,2017-11-12,1.01,6182298.0,2409991.0,1269325.0
8380,8,2017-11-05,1.06,6417143.95,2710918.99,1453245.43
8381,9,2017-10-29,1.23,5130982.78,1998198.53,1043034.52
8382,10,2017-10-22,1.31,4769138.17,1589540.3,1024799.25
8383,11,2017-10-15,1.43,4413876.67,1435049.24,848946.77
8384,12,2017-10-08,1.62,3927688.07,1480348.39,880091.4
8385,13,2017-10-01,1.57,4014477.31,1425555.32,824834.62
8386,14,2017-09-24,1.59,3842682.36,1342143.75,764285.55
8387,15,2017-09-17,1.53,4181226.81,1456405.32,863081.25
8388,16,2017-09-10,1.56,4281593.13,1506597.29,877485.21
8389,17,2017-09-03,1.53,4369089.47,1595286.74,904506.46
8390,18,2017-08-27,1.31,5328934.06,2108692.37,1314990.74
8391,19,2017-08-20,1.3,5653429.62,2319095.76,1219038.28
8392,20,2017-08-13,1.34,5304873.15,2021924.71,975913.29
8393,21,2017-08-06,1.32,5548410.44,1952699.96,1060422.56
8394,22,2017-07-30,1.25,5688357.24,1986231.99,973013.15
8395,23,2017-07-23,1.18,6311280.51,2157590.99,916284.35
8396,24,2017-07-16,1.28,5529487.17,1929996.71,944879.43
8397,25,2017-07-09,0.95,8389918.04,3985722.08,2780258.77
8398,26,2017-07-02,1.07,7020076.49,3268040.09,2074185.51
8399,27,2017-06-25,1.05,6929193.97,3197991.29,1956121.79
8400,28,2017-06-18,1.02,7187200.64,3128799.15,1938407.82
8401,29,2017-06-11,1.02,7138766.83,3011726.63,1900413.66
8402,30,2017-06-04,1.07,6927745.15,3168746.23,2078712.99
8403,31,2017-05-28,1.07,6955988.8,3112115.17,1940875.89
8404,32,2017-05-21,1.06,6505499.28,2710745.51,1649259.2
8405,33,2017-05-14,1.01,7143624.99,3020063.63,2092575.26
8406,34,2017-05-07,0.94,8545908.75,3239769.26,2148672.62
8407,35,2017-04-30,0.98,6998582.19,3242837.61,2198776.68
8408,36,2017-04-23,0.96,6822109.27,2876722.89,1494551.63
8409,37,2017-04-16,1.02,7012665.19,3183320.06,1869830.38
8410,38,2017-04-09,1.0,6774200.48,2726492.19,1768746.74
8411,39,2017-04-02,1.05,6442820.51,2725096.92,1817462.84
8412,40,2017-03-26,1.0,6680540.39,2583130.89,1814182.35
8413,41,2017-03-19,1.04,6242381.13,2680463.49,1775537.5
8414,42,2017-03-12,0.94,7040683.56,3273579.21,2340076.3
8415,43,2017-03-05,0.96,6667896.16,3019819.74,1700904.18
8416,44,2017-02-26,0.86,6928736.97,3175075.76,1944844.66
8417,45,2017-02-19,0.88,6852304.51,2989317.45,1880874.95
8418,46,2017-02-12,0.76,7589357.36,2944257.82,1699471.1
8419,47,2017-02-05,0.66,11274749.11,4145406.7,2508731.79
8420,48,2017-01-29,0.85,7561590.72,3311551.83,2241712.64
8421,49,2017-01-22,0.82,7876147.38,3213159.53,1984947.54
8422,50,2017-01-15,0.85,7449374.27,3224745.12,2120972.62
8423,51,2017-01-08,0.86,7432376.14,3173413.41,2194867.87
8424,52,2017-01-01,0.79,7360925.84,3160618.53,2299700.47
8425,0,2017-12-31,0.89,727024.03,215587.62,78402.09
8426,1,2017-12-24,0.93,769970.84,209320.99,96489.71
8427,2,2017-12-17,0.85,754023.66,196597.02,94766.7
8428,3,2017-12-10,0.86,751137.79,227811.83,104486.24
8429,4,2017-12-03,0.85,799879.0,209254.0,70520.0
8430,5,2017-11-26,0.91,623094.0,158405.0,74684.0
8431,6,2017-11-19,0.95,654996.0,195845.0,73894.0
8432,7,2017-11-12,0.93,759126.0,208312.0,67655.0
8433,8,2017-11-05,0.94,791515.45,201932.52,62748.05
8434,9,2017-10-29,1.02,660019.25,146117.04,65993.2
8435,10,2017-10-22,1.04,673664.68,122366.58,63878.87
8436,11,2017-10-15,1.15,615558.48,121062.14,55077.35
8437,12,2017-10-08,1.2,591001.79,119773.26,61163.75
8438,13,2017-10-01,1.22,598455.99,118807.59,62874.85
8439,14,2017-09-24,1.22,584045.7,120042.97,68799.49
8440,15,2017-09-17,1.2,585989.67,132841.78,88720.88
8441,16,2017-09-10,1.14,649192.58,136852.12,103192.13
8442,17,2017-09-03,1.14,666775.1,141474.64,95618.57
8443,18,2017-08-27,1.08,645080.71,139916.8,100976.02
8444,19,2017-08-20,1.01,772883.21,211413.5,100740.73
8445,20,2017-08-13,0.95,867284.03,262092.67,110195.24
8446,21,2017-08-06,0.95,871230.15,209224.35,124742.32
8447,22,2017-07-30,1.01,837672.89,224859.82,141547.68
8448,23,2017-07-23,1.03,848944.78,231744.18,125662.18
8449,24,2017-07-16,0.95,887639.13,237750.36,111162.35
8450,25,2017-07-09,0.84,1083015.1,415413.21,192156.83
8451,26,2017-07-02,0.86,1023584.42,384777.99,168553.29
8452,27,2017-06-25,0.85,1022130.1,365104.96,150840.39
8453,28,2017-06-18,0.87,1046946.87,369934.92,164735.4
8454,29,2017-06-11,0.83,1090267.81,352976.91,165191.61
8455,30,2017-06-04,0.83,1104682.52,345923.79,146358.81
8456,31,2017-05-28,0.91,1042737.97,351784.1,139601.56
8457,32,2017-05-21,0.89,999265.6,352215.12,135057.21
8458,33,2017-05-14,0.84,1108372.45,368753.87,143675.74
8459,34,2017-05-07,0.82,1159488.49,381774.57,127690.85
8460,35,2017-04-30,0.81,978289.98,331587.81,125278.55
8461,36,2017-04-23,0.75,1108328.51,405725.71,118216.19
8462,37,2017-04-16,0.82,1115442.01,414729.76,149148.45
8463,38,2017-04-09,0.9,818355.5,277850.42,124912.72
8464,39,2017-04-02,0.86,886455.71,311804.32,141881.26
8465,40,2017-03-26,0.84,910903.81,294791.34,139768.43
8466,41,2017-03-19,0.84,914181.01,285304.61,122778.9
8467,42,2017-03-12,0.86,813341.58,308258.23,138151.67
8468,43,2017-03-05,0.84,841019.69,289899.22,128328.66
8469,44,2017-02-26,0.79,864199.16,310039.22,126854.84
8470,45,2017-02-19,0.8,870359.48,271865.59,143141.71
8471,46,2017-02-12,0.65,1122062.47,396173.78,146277.87
8472,47,2017-02-05,0.52,1637554.42,424013.4,144985.32
8473,48,2017-01-29,0.74,979146.85,295752.4,159375.8
8474,49,2017-01-22,0.67,1100953.14,337439.16,113880.3
8475,50,2017-01-15,0.73,1068598.28,387898.76,153857.94
8476,51,2017-01-08,0.76,954821.31,350966.2,151408.26
8477,52,2017-01-01,0.75,819748.75,312866.29,134847.67
8478,0,2018-03-25,1.57,149396.5,23924.33,19273.8
8479,1,2018-03-18,1.35,105304.65,30977.21,26755.9
8480,2,2018-03-11,1.12,144648.75,17804.72,14480.52
8481,3,2018-03-04,1.08,139520.6,22353.29,16128.51
8482,4,2018-02-25,1.28,104278.89,34138.8,30126.31
8483,5,2018-02-18,1.43,85630.24,18393.75,15677.67
8484,6,2018-02-11,1.45,121804.36,18011.41,13264.91
8485,7,2018-02-04,1.03,216738.47,13244.23,10571.6
8486,8,2018-01-28,1.57,93625.03,15841.04,11614.79
8487,9,2018-01-21,1.69,135196.35,15453.32,10023.79
8488,10,2018-01-14,1.42,95246.38,15734.3,10012.8
8489,11,2018-01-07,1.13,98540.22,19364.35,8633.09
8490,0,2018-03-25,1.04,624645.42,308417.11,227944.75
8491,1,2018-03-18,0.95,730449.69,368343.62,267740.12
8492,2,2018-03-11,0.96,695821.13,337636.24,260152.24
8493,3,2018-03-04,1.08,594551.6,283406.79,178019.66
8494,4,2018-02-25,1.06,586240.44,291699.53,201139.31
8495,5,2018-02-18,1.04,538448.01,277783.53,198897.13
8496,6,2018-02-11,0.87,723928.38,333616.1,241870.49
8497,7,2018-02-04,0.86,957792.07,425991.21,292317.81
8498,8,2018-01-28,1.08,559460.44,253098.64,165156.6
8499,9,2018-01-21,1.1,639421.29,292945.04,158655.8
8500,10,2018-01-14,1.1,670766.04,309955.96,171508.47
8501,11,2018-01-07,0.98,713915.8,300123.62,217644.43
8502,0,2018-03-25,1.23,986038.75,281648.45,277508.08
8503,1,2018-03-18,1.16,1113242.82,488208.25,483402.85
8504,2,2018-03-11,1.36,874780.27,281252.52,278834.0
8505,3,2018-03-04,1.25,988572.63,261114.6,256822.62
8506,4,2018-02-25,1.37,836294.71,247537.87,243370.62
8507,5,2018-02-18,1.42,796515.52,211280.03,206322.72
8508,6,2018-02-11,1.41,900558.38,238269.24,233808.41
8509,7,2018-02-04,1.12,1225103.27,371684.04,369085.25
8510,8,2018-01-28,1.12,1152539.42,227956.82,225931.13
8511,9,2018-01-21,1.18,1102213.13,309470.35,304382.22
8512,10,2018-01-14,1.49,799726.89,217743.32,212956.99
8513,11,2018-01-07,1.5,771313.78,210660.85,189304.53
8514,0,2018-03-25,1.28,85839.98,34251.3,24809.18
8515,1,2018-03-18,1.03,119045.04,55507.28,20536.92
8516,2,2018-03-11,1.26,80611.01,37651.22,28668.38
8517,3,2018-03-04,1.22,91070.8,34678.93,26585.16
8518,4,2018-02-25,1.09,113183.43,51749.99,17586.21
8519,5,2018-02-18,1.25,80833.06,30121.55,21029.36
8520,6,2018-02-11,1.14,93106.27,31422.41,19862.62
8521,7,2018-02-04,1.07,128702.15,58118.07,17470.72
8522,8,2018-01-28,1.12,105025.45,29438.36,20717.06
8523,9,2018-01-21,1.25,88727.77,30516.31,22463.22
8524,10,2018-01-14,1.15,111113.11,46063.96,19135.96
8525,11,2018-01-07,1.3,85697.65,29591.69,21784.14
8526,0,2018-03-25,1.39,641462.43,134373.62,109938.39
8527,1,2018-03-18,1.38,602177.43,131588.05,101891.24
8528,2,2018-03-11,1.34,629090.87,123969.22,102902.94
8529,3,2018-03-04,1.19,785188.72,116931.42,88147.57
8530,4,2018-02-25,1.41,527274.99,129349.28,112254.26
8531,5,2018-02-18,1.51,515022.94,117846.16,99085.39
8532,6,2018-02-11,1.3,834304.52,100713.88,86124.35
8533,7,2018-02-04,1.39,725934.21,134579.91,98025.22
8534,8,2018-01-28,1.22,800274.4,103152.92,77511.92
8535,9,2018-01-21,1.12,999783.13,112275.45,85468.78
8536,10,2018-01-14,1.49,533150.49,126921.69,81610.31
8537,11,2018-01-07,1.28,685417.51,111128.48,58834.32
8538,0,2018-03-25,1.21,163592.4,62334.0,20541.67
8539,1,2018-03-18,1.14,166358.32,79673.81,22589.43
8540,2,2018-03-11,1.16,185174.55,83800.68,41026.82
8541,3,2018-03-04,1.19,168190.37,79244.89,23485.14
8542,4,2018-02-25,1.23,151330.38,69356.78,43442.45
8543,5,2018-02-18,1.28,144087.48,67005.61,32089.56
8544,6,2018-02-11,1.27,151057.53,63628.62,41236.05
8545,7,2018-02-04,1.32,188654.47,75727.43,14935.4
8546,8,2018-01-28,1.27,158637.92,74371.24,12060.74
8547,9,2018-01-21,1.29,161887.27,77590.28,26340.41
8548,10,2018-01-14,1.32,159070.65,69874.13,27693.23
8549,11,2018-01-07,1.28,161876.76,60872.23,12248.04
8550,0,2018-03-25,1.04,6687009.44,1946728.78,1827362.5
8551,1,2018-03-18,1.02,6802084.11,2241705.19,2116307.93
8552,2,2018-03-11,1.11,6488605.43,2352804.92,2230913.33
8553,3,2018-03-04,1.13,6295529.61,2121378.9,1992549.07
8554,4,2018-02-25,1.03,6750361.46,2025905.78,1908897.38
8555,5,2018-02-18,1.1,6379219.83,1764933.16,1640897.04
8556,6,2018-02-11,0.98,6718358.1,2030139.12,1930311.89
8557,7,2018-02-04,0.8,10894677.77,2176916.69,2072477.62
8558,8,2018-01-28,1.16,6134040.58,1572822.26,1480527.7
8559,9,2018-01-21,1.12,6610010.64,1518581.17,1431898.88
8560,10,2018-01-14,1.27,5927016.73,1320848.92,1226559.09
8561,11,2018-01-07,1.19,5756632.36,1565930.06,1465321.32
8562,0,2018-03-25,1.32,258547.55,97670.97,92743.21
8563,1,2018-03-18,0.99,396324.57,223765.32,218181.7
8564,2,2018-03-11,1.27,279661.71,102542.34,96038.19
8565,3,2018-03-04,1.32,259060.74,105079.72,97703.43
8566,4,2018-02-25,1.34,249254.23,88874.17,86338.79
8567,5,2018-02-18,1.36,224395.77,89979.42,85685.59
8568,6,2018-02-11,1.18,262133.71,119239.57,113041.82
8569,7,2018-02-04,0.99,411160.94,218857.81,208289.93
8570,8,2018-01-28,1.37,247893.13,94783.51,89456.12
8571,9,2018-01-21,1.11,331324.99,172049.38,165016.97
8572,10,2018-01-14,1.38,251260.54,87902.09,82964.19
8573,11,2018-01-07,1.36,243301.08,88908.18,84280.34
8574,0,2018-03-25,1.36,908202.13,127409.04,103579.41
8575,1,2018-03-18,1.42,841171.24,146284.18,110035.76
8576,2,2018-03-11,1.54,830421.03,138773.96,100438.58
8577,3,2018-03-04,1.53,820728.47,141338.32,97377.72
8578,4,2018-02-25,1.51,794925.31,136370.48,91023.86
8579,5,2018-02-18,1.53,736317.26,134227.35,98803.7
8580,6,2018-02-11,1.39,897178.36,123219.46,85210.17
8581,7,2018-02-04,0.88,1802646.35,151489.84,91953.59
8582,8,2018-01-28,1.36,947968.47,200347.19,79871.28
8583,9,2018-01-21,1.42,951648.11,212505.15,79124.15
8584,10,2018-01-14,1.64,762997.53,106157.49,93374.57
8585,11,2018-01-07,1.5,842141.42,94200.83,85019.84
8586,0,2018-03-25,1.08,277267.97,169974.92,140702.4
8587,1,2018-03-18,1.07,245062.31,149876.68,119963.26
8588,2,2018-03-11,1.01,275804.74,177776.19,146773.92
8589,3,2018-03-04,1.02,265942.15,166065.58,146627.38
8590,4,2018-02-25,1.03,263363.41,163554.38,135219.03
8591,5,2018-02-18,0.83,231729.88,137362.2,108121.76
8592,6,2018-02-11,0.8,305400.41,164906.64,124062.8
8593,7,2018-02-04,0.76,380214.74,196404.03,165544.38
8594,8,2018-01-28,0.92,281913.49,164136.66,155062.73
8595,9,2018-01-21,0.89,321809.3,162011.68,148818.14
8596,10,2018-01-14,1.15,243366.13,133228.17,123961.02
